fulcrum_id,created_at,updated_at,created_by,updated_by,system_created_at,system_updated_at,version,change_type,status,project,assigned_to,latitude,longitude,geometry,changeset_id,name,photos,photos_caption,photos_url,address_sub_thoroughfare,address_thoroughfare,address_locality,address_sub_admin_area,address_admin_area,address_postal_code,address_country,address_suite,address_full,land_cover_type,land_cover_type_other,artificial_land_type,water_and_wetland_type,usage,usage_other,recreation,recreation_other,reason_of_significance,reason_of_significance_other,religious_affiliation,religious_affiliation_other,street_furniture,street_furniture_other,graffiti_category,graffiti_category_other,gps_altitude,gps_horizontal_accuracy,gps_vertical_accuracy,gps_speed,gps_course
63d99e29-a9b1-4a01-a54a-5e49463cc82f,2016-04-16 13:47:55 UTC,2016-04-16 13:47:55 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:48 UTC,2016-04-16 15:18:48 UTC,1,create,"","","",55.7145169191581,-3.95334810018908,POINT (-3.95334810018908 55.7145169191581),c8f17873-3322-44d9-a129-efbd1770a4d9,"",3e4cf9f2-6951-4981-a01e-5f8e0e51e388,"",https://web.fulcrumapp.com/photos/view?photos=3e4cf9f2-6951-4981-a01e-5f8e0e51e388,"",A71,Larkhall,South Lanarkshire,Scotland,ML9,GB,"",A71 Larkhall South Lanarkshire Scotland ML9 GB,"","","","","","","","","","","","","","","","",150.273193359375,5.0,8.0,15.5600004196167,323.4375
d76e42ba-f02e-4fd7-b9fa-69899af48995,2016-04-16 13:51:45 UTC,2016-04-16 13:51:45 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:48 UTC,2016-04-16 15:18:48 UTC,1,create,"","","",55.6937603513298,-3.99049879052117,POINT (-3.99049879052117 55.6937603513298),c8f17873-3322-44d9-a129-efbd1770a4d9,"",7cf9b57f-da1e-4b0c-9e6b-ea36e84fba25,"",https://web.fulcrumapp.com/photos/view?photos=7cf9b57f-da1e-4b0c-9e6b-ea36e84fba25,"",A71,Larkhall,South Lanarkshire,Scotland,ML9,GB,"",A71 Larkhall South Lanarkshire Scotland ML9 GB,"","","","","","","","","","","","","","","","",147.72412109375,10.0,6.0,8.85999965667725,160.3125
ee583744-cbea-4c32-ab6e-03d42bf4a806,2016-04-16 13:53:18 UTC,2016-04-16 13:53:18 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:49 UTC,2016-04-16 15:18:49 UTC,1,create,"","","",55.6870627077815,-4.00240327231959,POINT (-4.00240327231959 55.6870627077815),c8f17873-3322-44d9-a129-efbd1770a4d9,"",0fc382d5-82a0-4000-a254-4f0630244b13,"",https://web.fulcrumapp.com/photos/view?photos=0fc382d5-82a0-4000-a254-4f0630244b13,"",Strathaven Road,Larkhall,South Lanarkshire,Scotland,ML9,GB,"",Strathaven Road Larkhall South Lanarkshire Scotland ML9 GB,"","","","","","","","","","","","","","","","",155.244018554688,5.0,4.0,13.1199998855591,241.875
7c89fd2e-e84b-497c-a4b1-9fad405827bb,2016-04-16 13:54:06 UTC,2016-04-16 13:54:06 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:49 UTC,2016-04-16 15:18:49 UTC,1,create,"","","",55.6861964380887,-4.01603375561909,POINT (-4.01603375561909 55.6861964380887),c8f17873-3322-44d9-a129-efbd1770a4d9,"",e5341149-c42d-468e-8fa3-455da8cae6e9,"",https://web.fulcrumapp.com/photos/view?photos=e5341149-c42d-468e-8fa3-455da8cae6e9,"",Strathaven Road,Larkhall,South Lanarkshire,Scotland,ML9,GB,"",Strathaven Road Larkhall South Lanarkshire Scotland ML9 GB,"","","","","","","","","","","","","","","","",141.888854980469,5.0,4.0,20.4799995422363,252.0703125
8b0df84b-5b5b-4e06-8855-6e9f0131a5a6,2016-04-16 13:55:49 UTC,2016-04-16 13:55:49 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:50 UTC,2016-04-16 15:18:50 UTC,1,create,"","","",55.6785180280504,-4.04500178061802,POINT (-4.04500178061802 55.6785180280504),c8f17873-3322-44d9-a129-efbd1770a4d9,"",2f756001-5531-43e1-85f6-477fd4ae126f,"",https://web.fulcrumapp.com/photos/view?photos=2f756001-5531-43e1-85f6-477fd4ae126f,"",A71,Strathaven,South Lanarkshire,Scotland,ML10,GB,"",A71 Strathaven South Lanarkshire Scotland ML10 GB,"","","","","","","","","","","","","","","","",164.447631835938,10.0,3.0,18.1599998474121,244.3359375
9bed368a-a2ee-4793-abdc-0f07950c7be9,2016-04-16 15:07:30 UTC,2016-04-16 15:07:30 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:50 UTC,2016-04-16 15:18:50 UTC,1,create,"","","",55.6776523260336,-4.05533419842261,POINT (-4.05533419842261 55.6776523260336),c8f17873-3322-44d9-a129-efbd1770a4d9,"",36aa2c04-8083-4128-adc0-4365da25396a,"",https://web.fulcrumapp.com/photos/view?photos=36aa2c04-8083-4128-adc0-4365da25396a,"",A71,Strathaven,South Lanarkshire,Scotland,ML10,GB,"",A71 Strathaven South Lanarkshire Scotland ML10 GB,"","","","","","","","","","","","","","","","",172.78092956543,1444.7787121232,23.4957518288712,-1.0,-1.0
3cf6aa8f-9033-40a2-9bd4-eb4cdf450826,2016-04-16 15:08:53 UTC,2016-04-16 15:08:53 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:51 UTC,2016-04-16 15:18:51 UTC,1,create,"","","",55.6766365422454,-4.06457905657968,POINT (-4.06457905657968 55.6766365422454),c8f17873-3322-44d9-a129-efbd1770a4d9,"",3095bf02-3ac3-4a18-a1d6-7e4ecb890a0e,"",https://web.fulcrumapp.com/photos/view?photos=3095bf02-3ac3-4a18-a1d6-7e4ecb890a0e,9,Bridge Street,Strathaven,South Lanarkshire,Scotland,ML10,GB,"",9 Bridge Street Strathaven South Lanarkshire Scotland ML10 GB,"","","","","","","","","","","","","","","","",184.602172851562,10.0,6.0,0.0,183.515625
71292065-5df3-448e-b680-0afcf08d38c4,2016-04-16 15:10:38 UTC,2016-04-16 15:10:38 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:51 UTC,2016-04-16 15:18:51 UTC,1,create,"","","",55.6765699899343,-4.06490729190788,POINT (-4.06490729190788 55.6765699899343),c8f17873-3322-44d9-a129-efbd1770a4d9,"",2fa54169-9881-4dd3-bdc6-48529739fb18,"",https://web.fulcrumapp.com/photos/view?photos=2fa54169-9881-4dd3-bdc6-48529739fb18,2,Bridge Street,Strathaven,South Lanarkshire,Scotland,ML10 6AN,GB,"",2 Bridge Street Strathaven South Lanarkshire Scotland ML10 6AN GB,"","","","","","","","","","","","","","","","",183.014404296875,5.0,6.0,1.03999996185303,254.53125
e9a1f715-03f0-47c0-aea9-b9e3ef720d04,2016-04-16 15:11:07 UTC,2016-04-16 15:11:07 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:52 UTC,2016-04-16 15:18:52 UTC,1,create,"","","",55.6765556149703,-4.06507300213358,POINT (-4.06507300213358 55.6765556149703),c8f17873-3322-44d9-a129-efbd1770a4d9,"",6f0a93d3-4809-4c13-aa3d-45946229dea1,"",https://web.fulcrumapp.com/photos/view?photos=6f0a93d3-4809-4c13-aa3d-45946229dea1,9,Bridge Street,Strathaven,South Lanarkshire,Scotland,ML10,GB,"",9 Bridge Street Strathaven South Lanarkshire Scotland ML10 GB,"","","","","","","","","","","","","","","","",186.577331542969,5.0,4.0,1.03999996185303,248.90625
767f4742-97ae-4268-b0a1-4529624e0a24,2016-04-16 15:11:52 UTC,2016-04-16 15:11:52 UTC,lise@symkala.com,lise@symkala.com,2016-04-16 15:18:53 UTC,2016-04-16 15:18:53 UTC,1,create,"","","",55.6764914934111,-4.065401824195,POINT (-4.065401824195 55.6764914934111),c8f17873-3322-44d9-a129-efbd1770a4d9,"",992e6a71-a9ac-450b-81e3-a01d8d3d1596,"",https://web.fulcrumapp.com/photos/view?photos=992e6a71-a9ac-450b-81e3-a01d8d3d1596,"",Bridge Street,Strathaven,South Lanarkshire,Scotland,ML10,GB,"",Bridge Street Strathaven South Lanarkshire Scotland ML10 GB,"","","","","","","","","","","","","","","","",184.931335449219,5.0,6.0,0.569999992847443,337.5
